Ort;Zusatz;Plz;Vorwahl;Bundesland
Aschau;b Rudolstadt;7426;36738;Thüringen
Aschau;i. Chiemgau;83229;8052;Bayern
Aschau;a. Inn;84544;8638;Bayern
Aschbach;, Pfalz;67753;6304;Rheinland-Pfalz
Aschbach;b Irschenberg;83739;8064;Bayern
Ascheberg;(Holstein);24326;4526;Schlewig-Holstein
Ascheberg;, Westf;59387;2593;Nordrhein-Westfalen
Ascheffel;;24358;4353;Schlewig-Holstein
Aschendorf;, Stadt Papenburg;26871;4962;Niedersachsen
Aschenhausen;;98634;36966;Thüringen
Aschenhütte;, Harz;37412;;Niedersachsen
Aschersleben;, Sachs-Anh;6449;3473;Sachsen-Anhalt
Aschheim;;85609;89;Bayern
Aseleben;;6317;34774;Sachsen-Anhalt
Asendorf;, Nordheide;21271;4183;Niedersachsen
Asendorf;b Bruchhausen-Vilsen;27330;4253;Niedersachsen
Aspach;b Backnang;71546;7191;Baden-Württemberg
Aspach;b Gotha, Thür;99880;3622;Thüringen
Aspelhorn;;21388;4132;Niedersachsen
Aspenstedt;;38822;39427;Sachsen-Anhalt
Asperg;;71679;7141;Baden-Württemberg
Aspisheim;;55459;6727;Rheinland-Pfalz
Assamstadt;;97959;6294;Baden-Württemberg
Asselfingen;;89176;7345;Baden-Württemberg
Aßlar;;35614;6441;Hessen
Aßling;;85617;8092;Bayern
Ast;, Gem Frauenneuharting;83565;;Bayern
Ast;, Oberpf;93449;9972;Bayern
Astert;;57627;2688;Rheinland-Pfalz
Ateritz;;6901;34921;Sachsen-Anhalt
Athenstedt;;38822;39427;Sachsen-Anhalt
Attendorn;;57439;2722;Nordrhein-Westfalen
Attenhausen;, Rhein-Lahn-Kr;56370;2604;Rheinland-Pfalz
Attenhofen;i d Hallertau;84091;8753;Bayern
Attenkirchen;;85395;8168;Bayern
Attenweiler;;88448;7357;Baden-Württemberg
Atterwasch;;3172;35692;Brandenburg
Atting;b Straubing;94348;9429;Bayern
Atzelgift;;57629;2662;Rheinland-Pfalz
Atzendorf;b Staßfurt;39443;39266;Sachsen-Anhalt
Atzlbach;;83364;8666;Bayern
Au;am Rhein;76474;7245;Baden-Württemberg
Au;, Breisgau;79280;761;Baden-Württemberg
Au;b Neukirchen a Teisenberg;83364;861;Bayern
Au;a Inn;83546;8073;Bayern
Au;i d Hallertau;84072;8752;Bayern
Aub;, Unterfr;97239;9335;Bayern
Aubstadt;;97633;9761;Bayern
Audenhain;;4838;34244;Sachsen
Auderath;;56766;2676;Rheinland-Pfalz
Aue;, Sachs;8280;3771;Sachsen
Aue a Berg;;7318;3671;Thüringen
Auel;b St Goarshausen;56357;6771;Rheinland-Pfalz
Auen;b Monzingen;55569;6754;Rheinland-Pfalz
Auenwald;;71549;7191;Baden-Württemberg
Auerbach;/Vogtl.;8209;3744;Sachsen
Auerbach;, Erzgeb;9392;3721;Sachsen
Auerbach;, Oberpf;91275;9643;Bayern
Auerbach;, Niederbay;94530;9901;Bayern
Auerberg;, Oberpf;95703;;Bayern
Auerstedt;;99518;36461;Thüringen
Auetal;;31749;5753;Niedersachsen
Aufhausen;, Oberpf;93089;9454;Bayern
Aufkirchen;b Unterschweinbach;82282;8145;Bayern
Aufseß;;91347;9198;Bayern
Auggen;;79424;7631;Baden-Württemberg
Augsburg;, Bay;86150;821;Bayern
Augsburg;, Bay;86152;821;Bayern
Augsburg;, Bay;86153;821;Bayern
Augsburg;, Bay;86154;821;Bayern
Augsburg;, Bay;86156;821;Bayern
Augsburg;, Bay;86157;821;Bayern
Augsburg;, Bay;86159;821;Bayern
Augsburg;, Bay;86161;821;Bayern
Augsburg;, Bay;86163;821;Bayern
Augsburg;, Bay;86165;821;Bayern
Augsburg;, Bay;86167;821;Bayern
Augsburg;, Bay;86169;821;Bayern
Augsburg;, Bay;86179;821;Bayern
Augsburg;, Bay;86199;821;Bayern
Augsdorf;;6308;3476;Sachsen-Anhalt
Augustdorf;;32832;5237;Nordrhein-Westfalen
Augustusburg;;9573;37291;Sachsen
Auhagen;;31553;5725;Niedersachsen
Auhausen;, Schwab;86736;9832;Bayern
Auhof;b Crailsheim;74564;7951;Baden-Württemberg
Aukrug;;24613;4873;Schlewig-Holstein
Auleben;;99765;36333;Thüringen
Aulendorf;, Württ;88326;7525;Baden-Württemberg
Aull;;65582;6432;Rheinland-Pfalz
Aulosen;;39615;39395;Sachsen-Anhalt
Auma;;7955;36626;Thüringen
Aumühle;b Hamburg;21521;4104;Schlewig-Holstein
Aura;a d Saale;97717;9704;Bayern
Aura;i. Sinngrund;97773;9356;Bayern
Aurach;, Mittelfr;91589;9804;Bayern
Aurachtal;;91086;9132;Bayern
Aurich;, Ostfriesland;26603;4941;Niedersachsen
Aurich;, Ostfriesland;26605;4941;Niedersachsen
Aurich;, Ostfriesland;26607;4941;Niedersachsen
Ausacker;;24975;4634;Schlewig-Holstein
Ausleben;;39393;39404;Sachsen-Anhalt
Außernzell;;94532;9903;Bayern
Authausen;;4849;34243;Sachsen
Auufer;;25548;4822;Schlewig-Holstein
Auw;bei Prüm;54597;6552;Rheinland-Pfalz
Auw;an der Kyll;54664;6562;Rheinland-Pfalz
Auwies;b St Oswald, Niederbay;94568;;Bayern
Aventoft;;25927;4664;Schlewig-Holstein
Averlak;;25715;4855;Schlewig-Holstein
Axien;;6922;35386;Sachsen-Anhalt
Axstedt;;27729;4748;Niedersachsen
Aying;;85653;8095;Bayern
Ayl;, Saar;54441;6581;Rheinland-Pfalz
Aystetten;;86482;821;Bayern
Azmannsdorf;;99198;361;Thüringen
Azmannsdorf;;99198;361;Thüringen
Baabe;, Ostseebad;18586;38303;Mecklenburg-Vorpommern
Baalberge;;6408;3471;Sachsen-Anhalt
Baar;, Eifel;56729;2656;Rheinland-Pfalz
Baar;(Schwaben);86674;8276;Bayern
Baar-Ebenhausen;;85107;8453;Bayern
Baarz;;19309;38758;Brandenburg
Baasdorf;;6388;3496;Sachsen-Anhalt
Babben;;3246;35324;Brandenburg
Bäbelin;;23992;38429;Mecklenburg-Vorpommern
Baben;;39596;39388;Sachsen-Anhalt
Babenhausen;, Hess;64832;6073;Hessen
Babenhausen;, Schwab;87727;8333;Bayern
Babensham;;83547;8071;Bayern
Babke;;17237;39829;Mecklenburg-Vorpommern
Babst;;23992;38429;Mecklenburg-Vorpommern
Bach;b Wurzen;4828;34383;Sachsen
Bach;b Neukirchen a Teisenberg;83364;8666;Bayern
Bach;b Irschenberg;83739;8025;Bayern
Bach;a d Donau;93090;9403;Bayern
Bacharach;;55422;6743;Rheinland-Pfalz
Bachenberg;;57610;2681;Rheinland-Pfalz
Bachfeld;;96528;36766;Thüringen
Bachhagel;;89429;9077;Bayern
Bächingen;a d Brenz;89431;7325;Bayern
Bachzelten;;84428;8086;Bayern
Backnang;;71522;7191;Baden-Württemberg
Bad Abbach;;93077;9405;Bayern
Bad Aibling;;83043;8061;Bayern
Bad Alexandersbad;;95680;9232;Bayern
Bad Arolsen;;34454;5691;Hessen
Bad Bayersoien;;82435;8845;Bayern
Bad Bederkesa;;27624;4745;Niedersachsen
Bad Bellingen;, Baden;79415;7635;Baden-Württemberg
Bad Bentheim;;48455;5922;Niedersachsen
Bad Bergzabern;;76887;6343;Rheinland-Pfalz
Bad Berka;;99438;36458;Thüringen
Bad Berleburg;;57319;2751;Nordrhein-Westfalen
Bad Berneck;i. Fichtelgebirge;95460;9273;Bayern
Bad Bertrich;;56864;2674;Rheinland-Pfalz
Bad Bevensen;;29549;5821;Niedersachsen
Bad Bibra;;6647;34465;Sachsen-Anhalt
Bad Birnbach;, Rottal;84364;8563;Bayern
Bad Blankenburg;;7422;36741;Thüringen
Bad Bocklet;;97708;9708;Bayern
Bad Bodenteich;;29389;5824;Niedersachsen
Bad Brambach;;8648;37438;Sachsen
Bad Bramstedt;;24576;4192;Schlewig-Holstein
Bad Breisig;;53498;2633;Rheinland-Pfalz
Bad Brückenau;;97769;9741;Bayern
Bad Buchau;;88422;7582;Baden-Württemberg
Bad Camberg;;65520;6434;Hessen
Bad Colberg-Heldburg;;98663;36871;Thüringen
Bad Ditzenbach;;73342;7334;Baden-Württemberg
Bad Doberan;;18209;38203;Mecklenburg-Vorpommern
Bad Driburg;;33014;5253;Nordrhein-Westfalen
Bad Düben;;4849;34243;Sachsen
Bad Dürkheim;;67098;6322;Rheinland-Pfalz
Bad Dürrenberg;;6231;3462;Sachsen-Anhalt
Bad Dürrheim;, Schwarzw;78073;7706;Baden-Württemberg
Bad Eilsen;;31707;5722;Niedersachsen
Bad Elster;;8645;37437;Sachsen
Bad Ems;;56130;2603;Rheinland-Pfalz
Bad Emstal;;34308;5624;Hessen
Bad Endbach;;35080;2776;Hessen
Bad Endorf;, Oberbay;83093;8053;Bayern
Bad Essen;;49152;5472;Niedersachsen
Bad Feilnbach;;83075;8066;Bayern
Bad Frankenhausen;;6567;34671;Thüringen
Bad Freienwalde;(Oder);16259;3344;Brandenburg
Bad Friedrichshall;;74177;7136;Baden-Württemberg
Bad Füssing;;94072;8531;Bayern
Bad Gandersheim;;37581;5382;Niedersachsen
Bad Gottleuba;;1816;35023;Sachsen
Bad Griesbach;i. Rottal;94086;8532;Bayern
Bad Grönenbach;, Allgäu;87730;8334;Bayern
Bad Grund;, Harz;37539;5327;Niedersachsen
Bad Harzburg;;38667;5322;Niedersachsen
Bad Heilbrunn;;83670;8046;Bayern
Bad Herrenalb;;76332;7083;Baden-Württemberg
Bad Hersfeld;;36251;6621;Hessen
Bad Homburg;v d Höhe;61348;6172;Hessen
Bad Homburg;v d Höhe;61350;6172;Hessen
Bad Homburg;v d Höhe;61352;6172;Hessen
Bad Honnef;;53604;2224;Nordrhein-Westfalen
Bad Hönningen;;53557;2635;Rheinland-Pfalz
Bad Iburg;;49186;5403;Niedersachsen
Bad Karlshafen;;34385;5672;Hessen
Bad Kissingen;;97688;971;Bayern
Bad Kleinen;;23996;38423;Mecklenburg-Vorpommern
Bad Klosterlausnitz;;7639;36601;Thüringen
Bad Kohlgrub;;82433;8845;Bayern
Bad König;;64732;6063;Hessen
Bad Königshofen;i. Grabfeld;97631;9761;Bayern
Bad Kösen;;6628;34463;Sachsen-Anhalt
Bad Köstritz;;7586;36605;Thüringen
Bad Kreuznach;;55543;671;Rheinland-Pfalz
Bad Kreuznach;;55545;671;Rheinland-Pfalz
Bad Krozingen;;79189;7633;Baden-Württemberg
Bad Laasphe;;57334;2752;Nordrhein-Westfalen
Bad Laer;;49196;5424;Niedersachsen
Bad Langensalza;;99947;3603;Thüringen
Bad Lauchstädt;;6246;34635;Sachsen-Anhalt
Bad Lausick;;4651;34345;Sachsen
Bad Lauterberg;im Harz;37431;5524;Niedersachsen
Bad Liebenstein;;36448;36961;Thüringen
Bad Liebenwerda;;4924;35341;Brandenburg
Bad Liebenzell;;75378;7052;Baden-Württemberg
Bad Lippspringe;;33175;5252;Nordrhein-Westfalen
Bad Marienberg;(Westerwald);56470;2661;Rheinland-Pfalz
Bad Mergentheim;;97980;7931;Baden-Württemberg
Bad Münder;am Deister;31848;5042;Niedersachsen
Bad Münster-Ebernburg;am Stein;55583;6708;Rheinland-Pfalz
Bad Münstereifel;;53902;2253;Nordrhein-Westfalen
Bad Muskau;;2953;35771;Sachsen
Bad Nauheim;;61231;6032;Hessen
Bad Nenndorf;;31542;5723;Niedersachsen
Bad Neuenahr-Ahrweiler;;53474;2641;Rheinland-Pfalz
Bad Neustadt;a d Saale;97616;9771;Bayern
Bad Oeynhausen;;32545;5731;Nordrhein-Westfalen
Bad Oeynhausen;;32547;5731;Nordrhein-Westfalen
Bad Oeynhausen;;32549;5731;Nordrhein-Westfalen
Bad Oldesloe;;23843;4531;Schlewig-Holstein
Bad Orb;;63619;6052;Hessen
Bad Peterstal-Griesbach;;77740;7806;Baden-Württemberg
Bad Pyrmont;;31812;5281;Niedersachsen
Bad Rappenau;;74906;7264;Baden-Württemberg
Bad Reichenhall;;83435;8651;Bayern
Bad Rippoldsau-Schapbach;;77776;7839;Baden-Württemberg
Bad Rodach;;96476;9564;Bayern
Bad Rothenfelde;;49214;5424;Niedersachsen
Bad Saarow-Pieskow;;15526;33631;Brandenburg
Bad Sachsa;;37441;5523;Niedersachsen
Bad Säckingen;;79713;7761;Baden-Württemberg
Bad Salzdetfurth;;31162;5063;Niedersachsen
Bad Salzschlirf;;36364;6648;Hessen
Bad Salzuflen;;32105;5222;Nordrhein-Westfalen
Bad Salzuflen;;32107;5222;Nordrhein-Westfalen
Bad Salzuflen;;32108;5222;Nordrhein-Westfalen
Bad Salzungen;;36433;3695;Thüringen
Bad Sassendorf;;59505;2927;Nordrhein-Westfalen
Bad Saulgau;;88348;7581;Baden-Württemberg
Bad Schandau;;1814;35022;Sachsen
Bad Schmiedeberg;;6905;34925;Sachsen-Anhalt
Bad Schönborn;;76669;7253;Baden-Württemberg
Bad Schussenried;;88427;7583;Baden-Württemberg
Bad Schwalbach;;65307;6124;Hessen
Bad Schwartau;;23611;451;Schlewig-Holstein
Bad Segeberg;;23795;4551;Schlewig-Holstein
Bad Sobernheim;;55566;6751;Rheinland-Pfalz
Bad Soden;am Taunus;65812;6196;Hessen
Bad Soden-Salmünster;;63628;6056;Hessen
Bad Sooden-Allendorf;;37242;5652;Hessen
Bad Staffelstein;;96231;9573;Bayern
Bad Steben;;95138;9288;Bayern
Bad Suderode;;6507;39485;Sachsen-Anhalt
Bad Sulza;;99518;36461;Thüringen
Bad Sülze;;18334;38229;Mecklenburg-Vorpommern
Bad Teinach-Zavelstein;;75385;7053;Baden-Württemberg
Bad Tennstedt;;99955;36041;Thüringen
Bad Tölz;;83646;8041;Bayern
Bad Überkingen;;73337;7331;Baden-Württemberg
Bad Urach;;72574;7125;Baden-Württemberg
Bad Vilbel;;61118;6101;Hessen
Bad Waldsee;;88339;7524;Baden-Württemberg
Bad Wiessee;;83707;8022;Bayern
Bad Wildbad;im Schwarzwald;75323;7081;Baden-Württemberg
Bad Wildungen;;34537;5621;Hessen
Bad Wilsnack;;19336;38791;Brandenburg
Bad Wimpfen;;74206;7063;Baden-Württemberg
Bad Windsheim;;91438;9841;Bayern
Bad Wörishofen;;86825;8247;Bayern
Bad Wünnenberg;;33181;2953;Nordrhein-Westfalen
Bad Wurzach;;88410;7564;Baden-Württemberg
Bad Zwesten;;34596;5626;Hessen
Bad Zwischenahn;;26160;4403;Niedersachsen
Badbergen;;49635;5433;Niedersachsen
Baddeckenstedt;;38271;5345;Niedersachsen
Badeborn;;6493;39483;Sachsen-Anhalt
Badekow;;19258;38842;Mecklenburg-Vorpommern
Badel;;39624;39009;Sachsen-Anhalt
Badem;;54657;6563;Rheinland-Pfalz
Baden-Baden;;76530;7221;Baden-Württemberg
Baden-Baden;;76532;7221;Baden-Württemberg
Baden-Baden;;76534;7221;Baden-Württemberg
Badendorf;, Holst;23619;451;Schlewig-Holstein
Badenhard;;56291;6746;Rheinland-Pfalz
Badenhausen;, Harz;37534;5522;Niedersachsen
Badenheim;;55576;6701;Rheinland-Pfalz
Badenmühle;b Bad Doberan;18209;38203;Mecklenburg-Vorpommern
Badenweiler;;79410;7632;Baden-Württemberg
Badersleben;;38836;39422;Sachsen-Anhalt
Badingen;b Gransee;16775;3307;Brandenburg
Badingen;b Stendal;39579;39324;Sachsen-Anhalt
Badisch Schöllenbach;;64754;;Baden-Württemberg
Badow;;19209;38874;Mecklenburg-Vorpommern
Badra;;99706;3632;Thüringen
Baek;;19348;38782;Brandenburg
Baesweiler;;52499;2401;Nordrhein-Westfalen
Bagemühl;;17326;39742;Brandenburg
Bagenz;;3130;35697;Brandenburg
Bagow;;14778;33838;Brandenburg
Bahlenhüschen;;19089;3861;Mecklenburg-Vorpommern
Bahlingen;am Kaiserstuhl;79353;7663;Baden-Württemberg
Bahnhof Zimmernsupra-Töttelstädt;;99100;;Thüringen
Bahnhof Zimmernsupra-Töttelstädt;;99100;;Thüringen
Bahnitz;;14715;33877;Brandenburg
Bahnsdorf;, NL;1983;35751;Brandenburg
Bahnsdorf;, Elster;4895;35365;Brandenburg
Bahnstock;;88441;7582;Baden-Württemberg
Bahratal;;1816;35023;Sachsen
Bahrdorf;, Niedersachs;38459;5358;Niedersachsen
Bahren;, NL;3249;35323;Brandenburg
Bahrenborstel;;27245;5763;Niedersachsen
Bahrendorf;, Börde;39171;39205;Sachsen-Anhalt
Bahrenfleth;;25569;4824;Schlewig-Holstein
Bahrenhof;, Holst;23845;4550;Schlewig-Holstein
Bahrenhorst;;18211;38203;Mecklenburg-Vorpommern
Bahretal;;1819;35025;Sachsen
Bahro;;15898;33656;Brandenburg
Baienfurt;;88255;751;Baden-Württemberg
Baierbach;, Niederbay;84171;8705;Bayern
Baierbrunn;, Isartal;82065;89;Bayern
Baierhof;b Süßen;73079;;Baden-Württemberg
Baiern;, Kr Ebersberg, Oberbay;85625;8093;Bayern
Baiersbronn;;72270;7442;Baden-Württemberg
Baiersdorf;, Mittelfr;91083;9133;Bayern
Baindt;, Württ;88255;7502;Baden-Württemberg
Baisweil;;87650;8340;Bayern
Baitz;;14806;33841;Brandenburg
Bäk;b Ratzeburg;23909;4541;Schlewig-Holstein
Bakum;, Kr Vechta;49456;4446;Niedersachsen
Bälau;;23881;4542;Schlewig-Holstein
Balderschwang;;87538;8328;Bayern
Baldham;;85598;8106;Bayern
Baldringen;;54314;6587;Rheinland-Pfalz
Balduinstein;;65558;6432;Rheinland-Pfalz
Balesfeld;;54597;6553;Rheinland-Pfalz
Balge;;31609;5022;Niedersachsen
Balgheim;, Württ;78582;7424;Baden-Württemberg
Balgstädt;;6632;34464;Sachsen-Anhalt
Balingen;;72336;7433;Baden-Württemberg
Balje;, Kr Stade;21730;4753;Niedersachsen
Balkenkoppel;;18320;38225;Mecklenburg-Vorpommern
Ballendorf;, Württ;89177;7340;Baden-Württemberg
Ballenstedt;;6493;39483;Sachsen-Anhalt
Ballerstedt;;39606;39328;Sachsen-Anhalt
Ballhausen;b Bad Tennstedt;99955;36041;Thüringen
Ballrechten-Dottingen;;79282;7634;Baden-Württemberg
Ballstädt;;99869;36255;Thüringen
Ballstedt;;99439;36452;Thüringen
Balow;;19300;38752;Mecklenburg-Vorpommern
Bälow;;19322;38791;Brandenburg
Baltmannsweiler;;73666;7153;Baden-Württemberg
Baltrum;;26579;4939;Niedersachsen
Balve;;58802;2375;Nordrhein-Westfalen
Balzhausen;b Krumbach, Schwaben;86483;8281;Bayern
Balzheim;;88481;7347;Baden-Württemberg
Bamberg;;96047;951;Bayern
Bamberg;;96049;951;Bayern
Bamberg;;96050;951;Bayern
Bamberg;;96052;951;Bayern
Bamme;;14715;3385;Brandenburg
Bammental;;69245;6223;Baden-Württemberg
Bandau;;38486;39000;Sachsen-Anhalt
Bandekow;b Lübtheen;19249;38855;Mecklenburg-Vorpommern
Bandekow;b Neuhaus, Elbe;19273;38844;Mecklenburg-Vorpommern
Bandelin;;17506;38353;Mecklenburg-Vorpommern
Bandenitz;;19230;38859;Mecklenburg-Vorpommern
Bandow;;18258;3844;Mecklenburg-Vorpommern
Bann;, Pfalz;66851;6371;Rheinland-Pfalz
Bannberscheid;;56424;2602;Rheinland-Pfalz
Bannesdorf;auf Fehmarn;23769;4372;Schlewig-Holstein
Bannewitz;;1728;351;Sachsen
Banteln;;31029;5182;Niedersachsen
Bantikow;;16868;33979;Brandenburg
Bantin;;19246;38851;Mecklenburg-Vorpommern
Banzendorf;;16835;33933;Brandenburg
Banzenhof;, Gem Reiff;54619;6559;Rheinland-Pfalz
Banzin;;19260;38848;Mecklenburg-Vorpommern
Banzkow;;19079;3868;Mecklenburg-Vorpommern
Barbelroth;;76889;6343;Rheinland-Pfalz
Barbing;;93092;9401;Bayern
Barby;;39249;39298;Sachsen-Anhalt
Barchfeld;, Werra;36456;36961;Thüringen
Bardenitz;;14913;33748;Brandenburg
Bardowick;;21357;4131;Niedersachsen
Bärenbach;b Simmern, Hunsrück;55483;6543;Rheinland-Pfalz
Bärenbach;b Idar-Oberstein;55758;6784;Rheinland-Pfalz
Bärenbach;, Württ;73655;;Baden-Württemberg
Bärenbrunnerhof;;66996;6391;Rheinland-Pfalz
Bärenbrunnermühle;;66996;6391;Rheinland-Pfalz
Barenburg;b Sulingen;27245;4273;Niedersachsen
Barendorf;, Kr Lüneburg;21397;4137;Niedersachsen
Barendorf;b Grevesmühlen;23936;3841;Mecklenburg-Vorpommern
Bärenhof;;73529;7165;Baden-Württemberg
Bärenklau;, NL;3172;35691;Brandenburg
Bärenklau;b Velten;16727;33052;Brandenburg
Bärenstein;, Osterzgeb;1768;35054;Sachsen
Bärenstein;b Annaberg-Buchholz;9471;37347;Sachsen
Bärenthal;, Hohenz;78580;7466;Baden-Württemberg
Barenthin;;16866;33972;Brandenburg
Bargenstedt;;25704;4832;Schlewig-Holstein
Bargfeld-Stegen;;23863;4532;Schlewig-Holstein
Bargholz;;25563;4822;Schlewig-Holstein
Bargischow;;17398;3971;Mecklenburg-Vorpommern
Bargstall;;24806;4335;Schlewig-Holstein
Bargstedt;, Kr Stade;21698;4164;Niedersachsen
Bargstedt;, Holst;24793;4392;Schlewig-Holstein
Bargteheide;;22941;4532;Schlewig-Holstein
Bargum;;25842;4672;Schlewig-Holstein
Bark;b Bad Segeberg;23826;4558;Schlewig-Holstein
Barkelsby;;24360;4358;Schlewig-Holstein
Barkenholm;, Holst;25791;4836;Schlewig-Holstein
Barkhorn;b Schleswig;24863;4627;Schlewig-Holstein
Barkow;b Lübz;19395;38735;Mecklenburg-Vorpommern
Barleben;;39179;39203;Sachsen-Anhalt
Barlt;;25719;4857;Schlewig-Holstein
Barmissen;;24245;4302;Schlewig-Holstein
Barmstedt;;25355;4123;Schlewig-Holstein
Bärnau;, Oberpf;95671;9635;Bayern
Barneberg;;39393;39402;Sachsen-Anhalt
Barnekow;;23968;3841;Mecklenburg-Vorpommern
Barnewitz;;14715;33876;Brandenburg
Barnin;;19089;3863;Mecklenburg-Vorpommern
Barnitz;, Trave;23858;4533;Schlewig-Holstein
Bärnsdorf;;1471;35207;Sachsen
Barnstädt;;6268;34771;Sachsen-Anhalt
Barnstedt;, Kr Lüneburg;21406;451;Niedersachsen
Barnstorf;, Kr Diepholz;49406;5442;Niedersachsen
Barntrup;;32683;5263;Nordrhein-Westfalen
Barsbek;;24217;4344;Schlewig-Holstein
Barsbüttel;;22885;40;Schlewig-Holstein
Barsdorf;;16775;33087;Brandenburg
Barsikow;;16845;3391;Brandenburg
Barsinghausen;;30890;5105;Niedersachsen
Barßel;;26676;4499;Niedersachsen
Bartelshagen II;b. Barth;18314;38227;Mecklenburg-Vorpommern
Bartenshagen;;18209;38203;Mecklenburg-Vorpommern
Bartensleben;;39343;39050;Sachsen-Anhalt
Barth;;18356;38231;Mecklenburg-Vorpommern
Bartholomä;;73566;7173;Baden-Württemberg
Bartow;;17089;39991;Mecklenburg-Vorpommern
Barum;, Kr Lüneburg;21357;4133;Niedersachsen
Barum;b Bad Bevensen;29576;5806;Niedersachsen
Baruth;/ Mark;15837;33704;Brandenburg
Barver;;49453;5448;Niedersachsen
Bärwalde;b Jüterbog;14913;33744;Brandenburg
Barwedel;;38476;5366;Niedersachsen
Barweiler;;53534;2691;Rheinland-Pfalz
Bärweiler;;55606;6751;Rheinland-Pfalz
Barzig;;1994;35329;Brandenburg
Basberg;, Eifel;54578;6593;Rheinland-Pfalz
Basdahl;;27432;4766;Niedersachsen
Basdorf;b Berlin;16352;33397;Brandenburg
Basdorf;b Neuruppin;16818;33929;Brandenburg
Basedow;b Teterow;17139;3998;Mecklenburg-Vorpommern
Basedow;, Kr Hzgt Lauenb;21483;4153;Schlewig-Holstein
Bassenheim;;56220;2625;Rheinland-Pfalz
Bassum;;27211;4241;Niedersachsen
Bastheim;;97654;9773;Bayern
Basthorst;, Kr Hzgt Lauenb;21493;4159;Schlewig-Holstein
Bastorf;;18230;38293;Mecklenburg-Vorpommern
Battaune;;4838;34244;Sachsen
Battenberg;(Eder);35088;6452;Hessen
Battenberg;(Pfalz);67271;6359;Rheinland-Pfalz
Battgendorf;;99625;3635;Thüringen
Battin;b Jessen, Elster;6917;3537;Sachsen-Anhalt
Battinsthal;;17328;39746;Mecklenburg-Vorpommern
Battweiler;;66484;6337;Rheinland-Pfalz
Batzlow;;15377;33437;Brandenburg
Bauda;;1561;3522;Sachsen
Baudenbach;;91460;9164;Bayern
Bauerbach;b Meiningen;98617;36945;Thüringen
Bauerkuhl;;19372;38721;Mecklenburg-Vorpommern
Bauler;b Barweiler;53534;2692;Rheinland-Pfalz
Bauler;b Neuerburg;54673;6524;Rheinland-Pfalz
Baumersroda;;6632;34632;Sachsen-Anhalt
Baumgarten;b Gransee;16775;33083;Brandenburg
Baumgarten;b Bützow;18246;38462;Mecklenburg-Vorpommern
Baumholder;;55774;6783;Rheinland-Pfalz
Baunach;;96148;9544;Bayern
Baunatal;;34225;561;Hessen
Bausendorf;;54538;6532;Rheinland-Pfalz
Baustert;;54636;6527;Rheinland-Pfalz
Bautzen;, Sachs;2625;3591;Sachsen
Bawinkel;;49844;5963;Niedersachsen
Bayerbach;b. Ergoldsbach;84092;8774;Bayern
Bayerbach;, Rott;94137;8532;Bayern
Bayerfeld-Steckweiler;;67808;6362;Rheinland-Pfalz
Bayerisch Eisenstein;;94252;9925;Bayern
Bayerisch Gmain;;83457;8651;Bayern
Bayreuth;;95444;921;Bayern
Bayreuth;;95445;921;Bayern
Bayreuth;;95447;921;Bayern
Bayreuth;;95448;921;Bayern
Bayrischzell;;83735;8023;Bayern
Bebendorf;;37308;36082;Thüringen
Bebensee;;23816;4552;Schlewig-Holstein
Beberstedt;;99976;36023;Thüringen
Bebertal;;39343;39062;Sachsen-Anhalt
Beblinstetten;;87770;;Bayern
Bebra;;36179;6622;Hessen
Becheln;;56132;2603;Rheinland-Pfalz
Bechelsdorf;;23923;38828;Mecklenburg-Vorpommern
Bechenheim;;55234;6736;Rheinland-Pfalz
Becherbach;b Kirn, Nahe;55608;6757;Rheinland-Pfalz
Becherbach;, Pfalz;67827;6364;Rheinland-Pfalz
Bechhofen;, Pfalz;66894;6372;Rheinland-Pfalz
Bechhofen;a d Heide;91572;9822;Bayern
Bechstedt;;7426;36730;Thüringen
Bechstedtstraß;;99428;3643;Thüringen
Bechtheim;, Rheinhess;67595;6242;Rheinland-Pfalz
Bechtolsheim;;55234;6733;Rheinland-Pfalz
Bechtsrieth;;92699;9651;Bayern
Beckdorf;;21643;4167;Niedersachsen
Beckedorf;b Stadthagen;31699;5725;Niedersachsen
Beckedorfer Schacht;;31698;;Niedersachsen
Beckeln;;27243;4244;Niedersachsen
Beckendorf;b Oschersleben;39393;39404;Sachsen-Anhalt
Beckenhof;b Pirmasens;66955;;Rheinland-Pfalz
Beckenkrug;;17194;39934;Mecklenburg-Vorpommern
Beckentin;;19300;38756;Mecklenburg-Vorpommern
Beckingen;;66701;6835;Saarland
Beckum;, Westf;59269;2521;Nordrhein-Westfalen
Bedburg;, Erft;50181;2272;Nordrhein-Westfalen
Bedburg-Hau;;47551;2821;Nordrhein-Westfalen
Bedesbach;;66885;6381;Rheinland-Pfalz
Beedenbostel;;29355;5145;Niedersachsen
Beelen;;48361;2586;Nordrhein-Westfalen
Beelitz;, Mark;14547;33204;Brandenburg
Beelitz;b Stendal;39596;39321;Sachsen-Anhalt
Beendorf;b Haldensleben;39343;39050;Sachsen-Anhalt
Beenz;b Neustrelitz;17258;39888;Brandenburg
Beerbaum;;16259;33451;Brandenburg
Beerfelde;;15518;33637;Brandenburg
Beerfelden;, Odenw;64743;6068;Hessen
Beesdau;;15926;3544;Brandenburg
Beesenlaublingen;;6425;34692;Sachsen-Anhalt
Beesenstedt;;6198;34607;Sachsen-Anhalt
Beeskow;;15848;3366;Brandenburg
